structure,folder,coordinate,diffs_0,diffs_1,diffs_2,diffs_3,diffs_4,diffs_5,diffs_6,diffs_7,diffs_8,diffs_9,diffs_10,diffs_11,diffs_12,diffs_13,diffs_14,diffs_gnorm,forces_0,forces_1,forces_2,forces_3,forces_4,forces_5,forces_6,forces_7,forces_8,forces_9,forces_10,forces_11,forces_12,forces_13,forces_14,forces_gnorm
structure100,random,x,-3.369016862124269,15.824345107421982,1.9346519853701465,15.368959196019983,2.6560455651468655,24.04586308802475,-16.322010815325772,-23.741755316804397,-3.2954185856655394,4.167689385647025,-16.481779441527884,-21.1776050872735,5.629904256941539,13.611530344259233,1.0471587853583268,118.50572770240039,-0.29638795750212904,5.748317167579183,0.009751755367256199,18.373251452603828,0.1165742571669422,8.986091466874203,10.075482630883254,-8.89708169474878,12.844643773181977,17.252419610893384,-34.88466208522113,-18.179845107358197,12.71336573771862,-11.611601528778436,-12.25031947865998,97.78775061455286
structure100,random,y,-15.642178247482347,23.445709551664596,-16.994672039085064,-7.997819928720869,-6.489554662603493,-5.1233362719888484,35.89742980144688,-13.89076869584494,-20.696948919752334,18.574898014029507,30.68035051915686,-0.7763101145788267,-30.76389301286621,-19.679179830142566,26.17717552828881,118.50572770240039,-1.2694287795887749,-21.478550619347494,-34.770646017374304,-16.92425114452786,0.00936672775719688,-0.5350601872339553,-3.7893395486477934,-6.8701344761185705,4.352176575244877,17.823487406854696,35.13183457108387,17.12798748156359,10.825343778243237,11.436537816861735,-11.069323584770476,97.78775061455286
structure100,random,z,11.821594034455096,4.618047552845203,-29.392846076452578,30.449837075396136,-30.269804630099543,24.339795804070636,6.812411537436582,4.008569072714251,-11.141787415249876,3.7424060433828594,8.83727416133576,-13.919610483876603,16.52076134627959,-21.544642754371687,-7.6377531479714325,118.50572770240039,1.4062830649620288,4.816807929502133,-8.179876039411251,25.541257311555785,-8.448584199698919,8.242063568933546,-11.80576567259278,0.254189446484003,11.275317109860332,-17.011583966723805,0.08118424159111326,-17.83388396705806,13.078786418155895,11.31068998426602,-12.726885229826044,97.78775061455286
structure101,random,x,13.083537573491224,-9.253640654895168,-15.690394838313086,-10.990357378492115,-2.531226209330257,1.985414977944764,12.763663048801531,2.5626521936662017,14.397614924200738,19.972485552494867,10.849060757631184,-29.93933375798669,-7.772199878102847,-2.2582714171687392,-0.5261647217893766,146.46648316768608,5.159181683152856,-17.176926081978145,7.1659413433316015,-17.283358116050124,12.148017368901861,-12.150424256319962,5.08491271467449,-12.148017368901861,-7.165941343331601,34.78625431397084,17.2517746462816,-52.207167021963286,36.64108514142526,-0.08630483299405742,-0.019028190199492943,143.39981829288888
structure101,random,y,1.0801322873626762,-9.278612966783596,10.969209490623232,-9.492589316775254,-11.695816613636373,9.211734628633616,-1.5800818690983673,-0.2878720423024632,-1.2855997546660631,-9.389422161800855,3.699233012745464,13.312816160136396,8.974390892063122,-6.8403057442278214,1.1324421407913121,146.46648316768608,29.618328592892638,-17.727355808650124,-9.561512922609346,-17.56144370421527,-20.05883503207745,-11.85961393305566,29.588034905459413,-13.655453872700301,-15.961637729836857,-0.5833890511198282,17.33307946750553,17.847519355573663,12.945124467926293,-0.410168655866707,0.047323920774025696,143.39981829288888
structure101,random,z,46.167455635542225,-31.10073687750349,28.621565705480634,-12.813059052699572,29.32303669704769,-37.25185358131196,-43.924749423479675,44.53020265013124,44.932352882980425,1.32721465315809,26.51172343336624,-9.699905110060271,1.9506163448639782,-64.60565513528623,-28.182635608323597,146.46648316768608,39.77471836714288,6.225111036656353,20.085887284140508,-18.04765956593392,-9.329619760988447,-23.199999695384555,-39.52106826727744,-1.8113013371379636,27.62291201988574,-35.46784060155742,17.858935039491893,-17.80289763553209,-12.313828207056968,46.98696076462939,-1.0603094410779712,143.39981829288888
structure102,random,x,-5.776232639823972,3.897592056460909,8.314595709660802,7.888186692678409,-8.517999396855895,-7.401848436716693,2.0232722923930435,-10.990724659688468,-8.982650087026379,9.88670206839182,0.6562336346597574,-0.611824984564194,2.916208478562874,-1.5697833096813907,-2.8600119470259697,99.95974400682003,24.825563715629826,-24.825563715629837,17.45080533994235,17.450633096836995,-17.450633096836995,24.825563715629826,-24.825563715629833,-17.45080533994234,-17.450633096836995,17.48468542051451,-0.1268040529639433,0.1268040529639429,-12.331377222199349,-0.03405232367752137,12.331377222199361,145.73243718379533
structure102,random,y,22.322798464514015,22.54962997362796,-31.48251110780314,-10.375750291002861,9.72446166453439,-26.505930754195838,-26.075773347692152,31.23058776352874,-10.86038492174015,9.882713956996145,-0.6479170255134391,-0.596117796010949,-2.8687771287541364,1.6422613314145793,2.908599728328938,99.95974400682003,10.397415231327068,10.397415231327063,-52.49218661750584,-17.772345850119923,17.772345850119923,-10.397415231327072,-10.397415231327058,52.49218661750583,-17.772345850119926,17.484685420514545,0.12680405296392888,0.12680405296391786,12.331377222199352,0.034052323677528584,-12.331377222199334,145.73243718379533
structure102,random,z,-6.973268304961271,-4.208479333267151,13.419065514967281,-8.979573473784104,-8.925106842393873,-4.235589793153708,7.789134988582428,8.518685470879815,-18.214902343682887,13.30436981060013,-10.187129019841295,-0.5409834860991485,49.88817278042509,-4.28292165221714,-29.827931014387286,99.95974400682003,-34.92114742405988,-33.87684932903332,19.154281927127382,14.721523678061367,14.721523678061356,-33.87684932903331,-27.516893867731785,19.154281927127382,9.404146838139326,-16.765238408415577,34.168701512252056,34.718165899371805,-10.262578011025015,25.465109452333373,-14.288178543175112,145.73243718379533
structure103,random,x,1.0163020794705522,0.5952539156414008,-4.168238097942109,12.59356134780631,2.7725127726659076,-2.534897467750062,0.6032430343960608,1.3034952292467605,-0.668589373848828,-10.515334801938952,-0.014924792067144005,0.5798439127360488,-1.2946037143579523,0.741574966659452,-3.49967804135251,109.13513850187621,0.11457805435915089,0.08639543903147277,24.417387729637582,5.091018336677247,-12.180222273753238,12.12445346374113,0.025357626532576703,-24.361023711476765,-0.030812292373411043,-17.302993164007038,0.0005961357614871056,-0.1062012386710412,12.24983572690468,-12.274657828286774,12.146287995922936,88.18270644637359
structure103,random,y,-14.138423525592396,23.750869123324655,-5.25905038097972,15.927377733065407,5.518554254196705,-15.342103925584123,-27.229720955629016,17.708511692956034,21.724006321638505,-0.8836282911996003,8.851940723546845,-7.4368960299329245,-27.170817339437523,11.264000077689557,-14.956772577361468,109.13513850187621,-8.37022635645327,7.969193124210483,25.71041799006704,-28.83420019780072,-12.120091532436742,11.963499211094803,-8.312402665354146,-17.602796655166124,1.1424676417060127,17.318566906047284,0.4485640649706718,-0.027912784972826066,10.936176988447825,-11.77836642178733,11.55711068742705,88.18270644637359
structure103,random,z,16.149281325295195,4.2400362628803885,-9.222048437660371,0.215037742102895,19.679913856873732,11.148554921566669,-23.937789934674225,34.785802906366946,-5.899717162039859,14.535884091763043,-13.98607156846881,0.7316059346022763,7.88904814782664,14.790510245803146,-64.40427164664595,109.13513850187621,1.0750409716927114,0.20704063286489638,-7.49418998353863,-29.522778990056366,-11.68540856258259,19.923299333811055,-8.136723482988316,8.161742385070268,-0.8436017087004101,17.75477267415632,-0.26803160471148924,0.2965561041528968,12.690367636028952,13.99575117346799,-16.15383657866729,88.18270644637359
structure104,random,x,6.193080822966267,1.9731196966808011,-7.383465602512881,1.9428020364240153,10.011407617044517,-4.0407060551064795,11.225282505628536,-4.658792681798011,6.103632186244983,-5.568743288213168,-2.139728284036075,21.76927793690982,-15.58997410573503,-16.416060504177715,-7.488416425420883,81.36992503188615,1.0597872074814445,0.3003613863897149,-1.0753638906962433,16.363671067370507,-11.697274210356968,-0.8269402936035235,-10.998843332869537,-0.2977536250842436,0.9468008241133506,-17.375240171900867,-0.1280679205998367,1.5740066984585035,-1.140554594086398,23.71143654839982,-0.4160256930157504,66.99085612476675
structure104,random,y,17.6881599639697,-30.705022939015848,-17.410924767243785,-17.156662107497556,11.737376102010131,-6.626138638474281,5.143774223835407,32.718522566611135,8.245129236975966,23.68415505974195,-10.370977595151432,1.6808583314184042,-3.987034609592609,-15.832266850788255,-8.143911487738748,81.36992503188615,7.830309301636181,-8.41270426070303,-7.599462142294,-18.50005658168202,-10.737765075577723,-0.9382749004115364,-11.327012980382422,8.60359460836721,0.4522620594003547,17.963907903106655,-0.4147396287477828,0.014464466545110508,-0.2674941584860036,23.781811436215825,-0.448840046986826,66.99085612476675
structure104,random,z,-11.608950923406594,-5.673811962033059,7.909250911310312,-6.935585350149853,14.298436454804346,2.800368459719804,-12.737034556193477,-0.543587421964172,8.000318401370668,0.8250551441179561,4.754255632821044,-1.6319092562454192,-5.951599682178942,-7.1868265766267845,10.36678965321991,81.36992503188615,-1.2994758175442724,-0.4135270400464971,0.9804533629650072,16.8439496698498,19.550539285099504,0.15512083448916777,-19.760749019075284,0.06933043127012185,1.002561195410561,-17.00848591163033,0.4094174956574058,-0.32240475291646775,-0.40278154074517303,-0.41188057563000524,0.6079323828464589,66.99085612476675
structure105,random,x,2.47111845024696,-0.5455584516251534,13.958077418846267,3.339525753198877,-2.402508920604148,-3.0366790735610376,-8.55156956403429,2.700325757075565,-16.0064562115844,17.394687358598585,-12.429914956559443,15.2029666821469,0.8906102506726872,-11.398321191210428,-1.5315897102774612,123.4216283994312,0.10260912372745984,-0.6555112533679633,-10.844861070355801,0.7428259832077301,-0.5925118286021138,-0.614367660792912,-16.94569703157653,0.7661022102898456,-18.569657699755577,17.79498189857297,-1.113349044790691,18.226682196514403,0.04325222355876647,11.65439718839022,0.005104764980188574,84.99574426298776
structure105,random,y,11.11098813622689,7.9593465844902695,16.072361048596974,-4.471611835433364,26.163722494989997,-8.589071511387456,-2.6752056814832916,-7.4866322196408825,4.751121013482446,-0.5714717100028484,-12.130039677503282,-2.389802528008685,-14.568813710154812,-21.85214746318165,7.396856552882574,123.4216283994312,0.7053663871168214,1.7413048759341563,-11.550343244929262,26.836818499685744,8.77659196250324,-1.7517627373112497,-17.157390463617514,-1.2298893366250772,17.416160787647456,17.573044430513182,-34.830378052358,-17.429567051279218,-0.6819432008257047,11.264154170069393,0.3178329734760641,84.99574426298776
structure105,random,z,5.408923834490004,-0.09445803916611656,-22.710447634465037,-16.39665005489912,-11.776508621955001,-9.599866540264976,11.52630054530221,29.472242964167805,-9.877685647271514,1.923825614284644,12.615027040631059,20.862514388529366,-42.290880624584624,72.15401482264188,-43.63701242202197,123.4216283994312,-0.5197592666864006,0.7155806252647026,10.514128577685675,26.982270827921244,-1.0894931792944142,0.5200472415210486,18.264915181773603,8.642306198620679,-18.412665513369777,-16.69865421769542,0.46804466055989374,-15.722845435504743,-2.9726795416891116,-8.204781552540663,-2.486414606566329,84.99574426298776
structure106,random,x,4.200121903948223,2.1187199101908036,-9.737077697406075,6.838150163787494,9.007149119798996,-11.472197183828595,-9.397761914686717,11.231317579859356,6.839346006495797,-10.504751075446789,10.179122135060162,-10.716179599052131,-0.16180738152452342,-0.6881809122643099,-3.012094618955537,109.55860025625397,-24.56533892889558,-12.342673428108565,-17.397835691354082,29.64265021721282,5.0840942784984,-5.084094278498398,-29.642650217212815,5.1638773633829995,29.596633687360274,-17.30410473824078,17.35239881514943,-17.247533585635228,12.295195090992934,-0.027500707879593415,24.476882123228183,149.90467024793054
structure106,random,y,-6.7509931018531475,4.85254786902549,13.477678280420797,14.22721449281008,-25.354957806633404,-10.582034992576453,-8.609360356231628,25.784958237225787,-32.769553837736794,9.267519697890318,2.669296321743357,-3.7465875769088406,-6.716067070130629,16.577816748258318,1.9087143247136231,109.55860025625397,-1.0292277416836957,-11.175888528946825,-8.014666943178488,35.99674420865667,-37.54323257525299,-30.574688906714638,23.682058018878422,37.68224905632831,-39.05811279877541,17.38888379275237,17.27593358974522,-17.507721337614054,12.04028868844207,0.8399185947087564,-0.0025371173457356955,149.90467024793054
structure106,random,z,4.484891969990422,-11.601584801311658,3.0826967981947964,23.210749131446228,-19.37001731522081,-18.85693747963673,21.82464908077739,-19.85798683234491,19.294954705418615,40.24058079747686,-5.019203706787802,-50.195688827027325,10.42590549414467,-13.317531493136855,21.18258988577708,109.55860025625397,1.1071284445720064,12.483816859124127,-16.912394971200264,5.751093633362794,-5.757495699193192,-5.213384066383521,5.212701031482543,-5.729951851566124,4.482618571273085,53.61078849039118,16.53290952741176,-54.57007372737473,-36.488585903034064,24.25736652371231,1.233463137422076,149.90467024793054
structure107,random,x,-0.007952055769185404,10.406418025608442,1.0691630190696482,9.492058825231418,-13.701087807771222,9.533612303453056,-0.3677417690864075,-10.556881153113563,-22.776713218500145,0.5407991257690831,0.5408460963986587,10.372057918742138,-1.3188059597231767,1.408121824091039,0.10596868342070577,152.19703514616643,0.14101375794280724,17.38470180597087,0.10242909138371198,17.232784584379882,-17.293942571062264,17.293942571062267,0.050254523034197696,-17.232784584379882,-22.439852131173804,-0.11971155114175636,-0.11971155114175114,17.31576185303291,-0.04418504256673811,0.044185042566741765,-12.314885797907184,127.426655201297
structure107,random,y,1.8350534352014833,-26.298828476591428,-4.7009373554568405,26.059130969528777,-18.301750267516997,-5.871077057397323,-20.039833069091426,39.106928135053195,-6.340285970237338,-23.4078226594274,19.19400349225738,-29.45042186603928,31.875807336911816,21.48290694730753,-5.191197751616667,152.19703514616643,-28.104869646024436,33.92754912814888,0.054726480398749666,-5.283509080165202,-23.898959783510353,-18.575192170696717,23.86002828910517,0.5789367649571535,12.022902464442044,-1.256182309930547,1.0333683307369697,15.403121446884924,1.7522685932638262,1.0472725283667492,-12.561461035977201,127.426655201297
structure107,random,z,-42.308100180209536,-6.163195010504966,23.010538013023666,-12.000472516014757,12.11448935465289,3.4427266551178652,-22.411612982048347,-9.961572350926728,-7.070892729256046,6.160652534647418,-25.802639577300063,-4.97808084235523,57.58259352553916,71.89385665818672,-48.92874872638034,152.19703514616643,-10.563699653405887,-10.125969609548244,3.1614854319988366,42.12681107523142,25.34967781526871,18.93104564614615,24.371319046321105,42.66757596025033,-22.886161571573012,-0.8861238702912585,-2.2980225629560413,-51.76541295788474,-22.360793181219655,-21.41094917386949,-14.310782394468331,127.426655201297
structure108,random,x,-4.444671955627001,-5.471313716061776,-22.82033876889093,17.99383707142109,8.694610741555822,-0.9084057550600487,-2.7589842062439556,2.8872837607994644,-17.92252257169657,3.129983367373051,14.23421985866677,-0.4396800700786541,0.5652194911066055,5.868152342529263,0.43403559381352547,77.5232644302022,-0.04415073245137163,0.27514140762937433,-8.260266572094928,7.9792171242168735,1.124604428574281,-0.548645614924034,0.05953287140741245,-0.11328405438513928,-6.222861181043397,-0.020197229698203145,18.012252883369023,-0.25068960325535217,-12.371804082248584,0.3460140269287629,0.03513632797528492,48.992429856753496
structure108,random,y,7.869943213500948,-10.428264874537366,2.666968091749698,2.5299781468465365,-16.16761423834033,7.184522583736222,2.6184824802508815,-2.486780730943191,-3.9962938641661534,-3.016870720763137,-4.154269611661766,-2.6270122944084497,35.81427379660639,-19.752234037220518,4.403294059482431,77.5232644302022,0.33093663672716667,-0.5654343512928948,0.10819672838334687,0.0827884641984686,-1.4846669460282298,1.0915295479246399,0.07593788596610185,-0.23355484530232298,29.167300247533042,-0.037842461807294545,-17.261717087236484,-0.07269800850925995,-10.22449522563378,-1.0649905808525264,0.0887099959300244,48.992429856753496
structure108,random,z,-6.224153627936033,5.362576239728522,10.791531401980716,3.941329538531507,11.370090980860716,3.7029217103451946,-7.534696567162913,-11.727511443611911,-14.939009426185493,4.485340793555152,18.229668068116535,7.108010150244297,13.274894103881012,-13.208033756917878,-26.25279442182697,77.5232644302022,-0.41438349696666354,-0.5000316004674268,0.5968692578775833,0.2008165295594236,0.6235033428537379,0.08771870323173098,-0.2154815626559905,-0.47631273638192717,-4.968474417148961,0.2621915184854888,18.19188750967634,0.2951533299265223,-11.48553581584072,-0.657982601021897,-1.5399379611272381,48.992429856753496
structure109,random,x,-9.871023021482777,-12.291415854348168,5.650954294249934,-6.864316387385329,-14.626945798355518,11.46652750939443,-10.824964455883276,9.212805205279562,1.6644649645395873,25.04799308928088,0.545036268837291,-3.2279617318336724,0.015170729141942172,15.864315292582782,-13.792709888978006,91.44589695652287,-5.282219246579496,-1.8546799674114454,0.9156471054154651,-1.0090729152620022,10.721422282703653,18.216977652133053,-17.725835351006282,1.7201079232901932,0.16529897896688828,18.769403296895078,0.19764629967035607,-0.022105062356533672,0.08921476367885565,-11.474168982442551,-13.427636777695207,71.9310354431038
structure109,random,y,-24.18986372674017,0.5015857534053301,-11.026506116379727,18.425488495348844,9.824025456989949,12.637936248058327,-7.8057415868129825,14.200312576118437,-9.485524087901688,-5.9774982463345205,-0.3445816146002461,-12.826010206983858,15.25075766783707,-21.959457288225163,11.751347371541915,91.44589695652287,20.875661323782886,-0.6077039299933746,-1.0972853257718156,1.3606271831127088,-11.732962414540856,17.77595174978723,-10.04951319281694,1.3113621972760048,-0.48860435720206596,-17.37057033678843,0.09265550745285209,-0.44232177293529484,0.8466098830150973,11.2598342093779,-11.733740723755911,71.9310354431038
structure109,random,z,8.636718487911828,8.647809171663456,1.4445670880131223,17.023375466177086,-35.56405455802305,-11.15193889472464,-6.335874620767511,-6.475344689262449,1.361518396886265,-24.916698638925023,-2.1901058121271046,17.500277629266318,0.4437827309988453,26.425697022223677,-12.29667939790818,91.44589695652287,29.66031609541593,6.8659380977657465,0.09458615327070274,2.0622286183052374,4.171003842962927,16.61725836503359,-17.347617156218966,-0.6611862216615354,0.15338663379741732,-18.362901457311178,-0.276365792329764,0.8135283051697451,0.039619037587301294,-10.99044942072862,-12.839345101058521,71.9310354431038
structure10,random,x,1.401232176186645,0.9561368465902295,22.604178220319184,-17.76709973038934,-30.155527029252138,3.12296689223354,-1.916190279861422,4.702595286554382,-3.4525252400652686,-20.51504670872375,-4.535481423970744,11.295553168209715,6.3925454670574835,7.974030035978448,19.527756809141582,137.3597367837763,30.017447389453135,0.1208964477309056,8.162722171858,-6.2504080336164884,3.3515150426248574,0.1568186320099473,29.321069817958275,0.8360447857331563,-0.1637090349615876,-1.3075434809471393,-34.23968197867494,17.5063391909781,-12.025093261131612,-11.901453626066258,-23.584964062948362,92.04269210600512
structure10,random,y,28.419008075912515,-3.1176649427330423,-1.7051487466589905,15.54780517581017,-6.644720865476555,3.7890838887788445,-28.563908628202924,-0.6313126332794341,5.95473886782448,-2.879443316418082,-16.218407190960146,-9.252290055786895,12.11982380527238,-13.397385233279858,18.019192663131317,137.3597367837763,12.679492073620768,-0.07773401680859343,-0.1253137023143828,5.477156274845973,11.415994516012256,0.48186607686078187,-12.730261464569807,-0.03411490364585558,0.9051091894645837,-0.3430374944086419,-1.1891293218722954,-17.6868340088175,-11.615588174647506,11.631094177252603,1.2113007790275931,92.04269210600512
structure10,random,z,24.03872837880193,5.078248957746086,43.87383227053557,-26.634552451663723,31.84411114141463,-6.726047011454264,31.366932368985314,-21.43214029512219,-16.208269034521944,-21.635825031438625,-45.719135334102596,30.375975158627238,-8.693768563270217,21.214332546379868,-55.103998803488,137.3597367837763,30.56756389115561,-0.08051449959990581,8.844845844611228,-5.27071167381154,-11.026486361205563,-0.06675117488513854,6.866794877341455,-8.665787327930941,-0.970510200151642,-0.9905892533379068,-35.888115935609356,18.35163283076043,12.290358839523307,-11.491313379002117,-2.470416477857935,92.04269210600512
structure110,random,x,-0.44469406033167896,-9.505126781486943,-5.846763392406911,-7.344066230767775,-22.74851954512092,-6.3563981157290215,-4.069431083024956,6.036475396353256,-1.034711787132713,1.1624400323637576,19.59826963008386,32.50772396955044,-11.236884875953644,0.5402997853301088,9.163745821151029,77.19244919244372,-13.020213799881528,-18.14364374978477,-3.244487533333732,11.351629520179092,-8.922949921300004,-16.768021088555557,-14.930160420782268,16.7643982200853,12.897084166259395,-0.016013084132269817,35.32800708819447,36.13773110092438,-13.187731070735035,0.009798881578834875,-24.25542830871628,131.15544907684952
structure110,random,y,1.237110734326414,-16.2312779449159,17.426332984706402,-5.987052420313465,5.390324575674122,-4.225259691862803,-6.396272876439342,15.329206045870256,-3.259073030321579,-0.658707243208351,-19.96588013321832,10.198392198650827,1.4588522906765824,-0.9254745671905247,5.89283246292052,77.19244919244372,-11.204792421707594,-18.521827494858154,37.582215172800446,12.050078940486618,-25.480237157540223,-17.938027258999526,-18.540880378323386,18.404789221696973,11.516317282707337,-0.11886225095587225,-1.4851107317737022,1.0489919433557444,12.454437795879926,-0.06031023900645581,0.293217576237914,131.15544907684952
structure110,random,z,-1.5412860186778037,-6.4739881960142585,-1.222706880689299,-5.169408049198285,-7.688013488478763,-0.6745738519543851,10.473370276631265,-10.007288848361037,-11.909085492581324,13.675473890781465,-1.9474879186109562,-22.74934764875074,6.588513646880077,10.835862716572242,26.147485604904475,77.19244919244372,-12.754923593897878,-17.370326259919363,28.844172236122425,13.944622873085114,-0.6641512309579947,-17.138318175520727,46.96145742202778,-17.57329429773829,12.065889984214506,34.497839599026626,-0.5417760873202645,-35.42783931354423,-36.77969173884898,0.47819862188072093,1.458139961390578,131.15544907684952
structure111,random,x,-1.8741223171664334,-1.3232417156136245,-1.3270495118794805,-2.038038628814955,11.611002583057994,-0.8139911271977589,-2.510670864505297,-1.6521653793831284,-13.012279265053524,-0.12003353769555086,11.081837924158917,-10.806710217269922,1.4326491829024657,2.2963939392688943,4.327327948201831,138.62563552858066,-0.009897054881111436,0.0977251977367184,-0.03409476123977692,-0.09772519773671742,17.41240445575155,-0.03520174727470268,12.207917242458796,-0.06606087278112552,-5.174790332332629,0.0009442759269113537,17.19503482765358,-17.24567414176316,0.06437596288678156,-12.204337573023839,-12.110620281381262,68.54368076790522
