folder,structure,0diffs,1diffs,2diffs,3diffs,4diffs,5diffs,6diffs,7diffs,8diffs,9diffs,10diffs,11diffs,12diffs,13diffs,14diffs,15diffs,16diffs,17diffs,18diffs,19diffs,20diffs,21diffs,22diffs,23diffs,24diffs,25diffs,26diffs,27diffs,28diffs,29diffs,30diffs,31diffs,32diffs,33diffs,34diffs,35diffs,36diffs,37diffs,38diffs,39diffs,40diffs,41diffs,42diffs,43diffs,44diffs,0forces,1forces,2forces,3forces,4forces,5forces,6forces,7forces,8forces,9forces,10forces,11forces,12forces,13forces,14forces,15forces,16forces,17forces,18forces,19forces,20forces,21forces,22forces,23forces,24forces,25forces,26forces,27forces,28forces,29forces,30forces,31forces,32forces,33forces,34forces,35forces,36forces,37forces,38forces,39forces,40forces,41forces,42forces,43forces,44forces,cos
random,structure134,-0.409478735804214,-18.670173405740798,15.91297829868381,-0.4729897405468364,-14.264613147631167,-37.34897305962761,-10.006186897123825,41.026468640333746,-27.33741039167228,0.826124177618226,-8.032904111510675,14.493967846982514,0.17187601853265733,23.017086507869067,11.539022577386504,1.9685387133307586,7.329369874150871,24.329656340117367,1.324136899717132,-5.049432272997478,-37.284486235591885,-1.9195149993009863,36.52064511189508,-1.710458537590398,12.661675370867442,3.860576820736128,18.525602155906995,0.4416719995276708,-32.64398791155827,-1.5655554107667058,0.47822295226183087,-19.062934526888853,2.6765995578415414,0.6739310134349807,-23.306613995151793,-47.840843815595235,0.7861860822487188,-2.3782859343924656,64.74441052192219,-1.9615320637996092,-5.60666876529865,-22.770185533460108,-0.5093116629467431,21.158892492053383,26.088630395946666,-0.04932025436518229,-4.103640249995052,4.543409004169437,6.167808623269146,-10.221165672174083,18.0902143038137,-8.577777039909432,14.183097358716319,19.790120866778803,0.04932025436518282,-1.1665932188135326,4.269378488695365,-0.0710563569858289,18.013076697797064,-12.360362490697769,-6.0107933184044935,9.554055362981485,7.139553211754611,-6.1678086232691465,-7.556192682556924,18.090214303813692,6.1029194814462215,-0.6681506344546224,-5.94147947873969,2.5459139154490273,-0.5827689112765947,-1.488278897341335,-0.026189072277179468,-18.147233033828403,-17.135316067359742,-0.0019206707893386892,-0.6752375108888891,-17.107507297333747,-0.0534838198133665,-17.69227218535997,-1.5902143020478858,0.007986664940490468,-0.09843167350259426,-10.215331429174107,6.101972951010555,6.020227026604088,-6.982903113338273,-0.017572734666663932,13.1412293267517,0.8985028970069463,0.05391937898979391
random,structure135,-0.3149416404511385,2.674757801852934,-7.015364755785214,1.080842749547628,64.25144308659725,14.922324678821752,-2.4798933764614617,14.040095269973563,30.5628011831665,-0.3032416470503563,10.622917308383961,-15.185399805034905,-14.475395838186955,-27.295095097206,6.420265879717135,-0.8624610622518958,-48.17688091177246,5.220799081426719,-0.06404499362986371,6.360921250296059,-18.715565407120494,0.18007395315393637,14.68132741179815,28.727362745609497,0.054981624727901135,-24.04045785706188,-24.284884144813645,9.714142861973585,4.829870827927607,1.6348836001036204,1.3989100071924554,22.46569815345012,47.30855757619565,1.1818331593737241,-14.040548028435751,11.77057428860877,-3.7901516413789693,-61.75598372594138,23.363823482256407,4.711030085027801,7.106744299432677,-99.9247929302932,4.579576973982569,28.699572916621463,-3.452914653055217,0.026422667055263926,0.05770475826292589,-0.11665441567224108,-6.096317472885116,-0.5739109741760977,-5.5325539483971475,6.060240775370271,-6.058811367144585,-5.563789833793486,0.02821832617529089,3.760330935566894,-0.4026691761169222,3.5600102930243676,19.975267587955493,-8.380628170746434,-0.019137420361990204,-4.7641724806098,0.7411007008668036,0.00022717255948418968,0.22765705602760833,-4.560491602150341,0.040772454597286296,0.43886127413001863,4.215195608645494,0.06836104481421293,-4.1085377830302505,-0.659070333011477,8.752146162750213,-8.265341418207395,8.576479813994286,-0.13220461726301053,0.7430356763336863,1.5983169628376688,-0.10474988415060842,-0.5659237526649972,0.49367444059669907,6.055973892343481,4.074087986194295,7.001282191367733,-12.193650291317057,0.24866808158659034,-3.4900466225016453,-6.0463131027120784,-5.188915580224384,6.079854384081004,-0.045253814173282426
random,structure136,-11.56507642152178,23.141362256704667,-34.57194609417229,11.399710568906585,15.86666339264724,0.5551841556155068,10.484973267961095,39.14848758205807,13.59367660179629,-1.3675792416961485,-41.14319601001597,45.27642613874434,9.871041091798816,-37.49562068649652,12.4838706918041,0.821375270126623,-10.39998542172782,40.17874005234603,-10.813096449413706,15.940862712604087,0.927213216644418,-0.15199081539662984,-23.14372166385823,-30.99512886928011,0.11598467177265093,14.856091630338142,-11.562500967524159,10.193633251829226,2.3674103146902326,40.9885724565612,10.14471446777776,8.713396905503146,-13.710090588480739,-30.573228434806765,16.953664641680177,-21.490048936330197,1.1639718161760015,51.357023802873414,-42.60977224224973,1.7739330482683613,-40.2621925501947,50.00670288184352,0.734546974189243,-34.4524830691924,-46.97690177163025,-2.5604680761627536,-13.514219224892978,-3.1749868705872015,8.665350871293509,9.043592475359613,8.610873943491201,8.649435199549396,13.775565751911724,-7.558293900243566,6.115805011271198,-12.208572003932595,-1.3656485187677907,8.637052310899284,-13.158791869938742,-8.187667165787671,0.015586193122819426,-1.2160643853731852,-10.992787537134744,-8.665350871293509,9.046976076383311,8.633501681193167,-0.004040478204622922,-1.5493846146331045,-4.790640132270906,0.002829299096865402,0.9891722683398447,-1.0357029993495792,8.674361897572828,8.569493216153274,9.816331053022985,8.701921790403706,-8.071925157045328,-8.682180494180873,-26.000744642640885,9.098302537340665,7.683532051374232,0.025623135897593425,1.7202009493581023,10.938448115811301,-6.113430385793283,4.848455911277388,-4.438767124257336,-6.143931255012142,-7.372801930307984,4.543987897686767,0.22631735766739086
random,structure137,-3.6868116956355834,2.7879103158085172,-0.5915883830169832,2.2944258632179526,2.624568259122384,1.7980422921681338,-9.874623106239255,0.6104820310525838,-4.848076007246505,-2.5436212980281425,-9.739518973432837,-2.4657560636825337,-1.8508604038288468,1.38578870936783,-7.191175919143689,2.618570347271998,-11.315864917906993,-0.7240413214077535,6.230839336620875,8.652524234915404,-3.5998862355256733,9.427743895935237,-5.960622405362415,3.54962286963314,-8.602485676814808,-1.911318682701335,0.03565897569046683,-0.42780192673035344,-4.023456693224148,-5.310073189815512,3.839000601462317,4.971848403801005,4.435937609315488,-1.7371048163141722,4.698575995968213,3.9207820171753838,-0.466735680089414,-8.822193369459796,10.042932005509897,-1.76605708064983,12.03395871772841,-1.7830141286054868,6.577456425992523,4.035307221991502,2.6809608727347722,-0.11996565939169201,0.09493842765440873,-0.01771572725731376,0.07266500509016367,0.08412093129280054,0.05333612717260494,-0.6482324644677586,-0.2397359558401116,-0.19566575837539243,-0.07936556581665863,-0.31069018848742946,-0.08070535354073266,-0.04172258303280904,0.08045362082265053,-0.2705104475680438,-0.16956721208943454,-0.619560357728046,0.08368870988370727,0.49415124807653854,0.5728209862962518,-0.12239014527859815,0.6268207337222236,0.07223971400989695,0.14238963008933184,-0.30446614898616803,-0.09899915533433376,0.034597927260390834,-0.014815703701797467,-0.13528530888119902,-0.18219386405935065,0.0925576476310829,0.12964491089901323,0.03956770282389627,-0.05981866683418635,0.16262148074926522,0.13665363560095506,-0.015507125893133886,-0.30702582290449126,0.3488584878298527,-0.052571583466890566,0.39556832955412025,-0.055679350273211296,0.21983807916052012,0.11888838789720285,0.08576842569190274,0.8924203288079361
random,structure138,31.575185370601844,-44.8810094411769,-6.141124136134124,6.766616710538642,1.5906317493346478,13.871429316553474,-6.7971249348318,8.118305579409935,-1.9881001653146768,2.9246184308249212,-7.539047209343153,25.58859677943417,-25.01426715182049,23.094589051657977,-4.770657822055568,-21.124937652646736,12.465363608438906,-2.2763312860661244,16.941800824484687,7.938061340624358,-3.828433003019427,25.019661122789216,20.8436953237765,-21.86454433507521,-23.67220221181867,-38.82127947380667,-3.253340298434182,8.028386794373432,11.92672968973909,-3.796667112678165,-6.051098161670154,-13.83955182940042,-2.4928300600194575,9.827017878963318,-44.667668519157644,8.777535161959804,-3.9385458789325867,24.627935993234473,-14.473109935900652,-0.8053380422978762,-5.7964476151681765,-15.114549180020731,-12.779979750328607,45.2473250888346,33.51310362524771,-1.5193843388921624,1.286602587019733,6.082634295356694,0.5807751657550936,0.26636073634642365,1.0768862871557605,-23.26485409270549,-6.148784650688842,-6.612948224414201,0.09396610848457007,-0.23945761359608606,4.234776448361849,-4.830812770500444,4.31326530808931,-0.48381320878909195,-3.9790311101470524,0.2242027947650787,-0.2409402324581859,3.910541291161507,0.23662678455776567,-0.151238263440894,4.494265954021243,4.150284370079966,-4.118129225919235,-4.560192883411263,-4.839874789975193,-0.1267654055999164,8.7206240545198,8.935128078289072,-8.67100764382769,-0.2918329931954887,-0.39618045406926716,0.14511549715607136,8.822291137214359,-9.953892354173004,8.781710528574779,-0.11399873149346537,0.8055324266317518,-0.4817860009056373,-0.02507352601030733,-0.1660088173496741,-0.5616594600979923,11.962716735199104,1.5261955940729706,1.1271646088476848,0.37578552531967163
random,structure139,-5.5354352059225675,-0.19716383735044474,17.500769914479974,1.4154802368238961,-6.82533695125187,23.086474883294272,-9.422899992907219,11.39488591533393,-12.401586468473624,-13.947579771419782,8.09376700163682,25.28935591890047,0.7946684543554738,-2.8498563568547297,4.297586770144335,18.94439436554194,-0.5730977649903934,-21.493409549842113,9.715319548857337,20.365496475071154,30.967937611242746,-8.114344835004772,-6.511444517266796,-15.701670759509057,-0.3073054778042206,0.4155530543613395,18.74352652592961,3.8331929209505233,1.1499537933275406,29.20608250886403,2.4061725111579335,0.5337939019483429,-4.665920004140389,7.694903920705087,-14.0722871652315,-19.75872723568557,-2.997398942417817,1.2821962799336006,-96.21726605018068,-16.542511819645256,-20.99639093219423,0.48863240023990784,13.370308827700228,10.382465344846992,21.755578354185445,-0.7587080820257489,-0.3829163920897144,0.3777253541794955,-6.426659916215499,6.2476618223839075,-5.323723143323824,-8.768869800079418,9.415005948220207,7.8874676473888155,-10.032323798221654,-5.864044194435742,-5.193660691349445,-0.01283256096700926,-0.42057884493847675,0.37726672595933,3.706741563302885,-0.3842674412853071,-0.786656795770315,2.0083259045927786,3.2144957498680617,3.015798114638038,5.085341649943988,-8.679631804960264,7.630502899091038,0.32244602330975153,-0.319022912517774,1.354717808247758,0.12569482487496722,0.11575492513625449,-15.958885969927131,0.002349914771468481,0.02309063909933502,-0.1641621051663872,8.784636695524295,-8.85392221205365,-9.29235394525389,6.086789830318298,6.2396461547174376,15.231822700584676,-0.5835453158141848,-0.7252255215885713,0.05979857269812337,0.46061306668507684,0.3739540844442898,0.7843428280037341,-0.279387108567754
random,structure13,-6.77140991168983,-6.298721180999678,9.048385163225703,-7.49497814283302,-1.91848898814726,-21.308635817879917,-2.6983908428462655,-4.5047719691353905,1.5172683015833854,-1.459257782818213,8.958018671356172,-1.0638668905755821,2.6911256572304865,3.2819512527765937,8.924245566331024,-5.374118233930858,0.713015007085005,3.855803679820724,-2.7331877351599587,18.85189757431931,-4.555287726213919,12.477879504996281,15.651553231037951,5.873435756325307,8.382111151104255,21.23734581030874,19.436511468282447,9.581338145022755,6.709874602125865,0.8559063056821969,-2.268769271591964,-15.828746978618824,8.550337497590021,-3.093510995884685,-16.122736655546532,1.1542483061703024,5.534785885296856,-37.298834122094604,14.576751207061989,-4.783898036578194,29.956919895093392,3.4731259435091033,-0.8710579261304474,-22.953227647667518,-49.94448833349736,-8.424723248087956,-8.912182741052623,8.72310452575323,-0.3899766786800251,-0.06122286195630158,-1.0518078732035263,-0.08147263170489588,-0.01739570638678492,0.12361750413865226,-0.44845542856980786,0.3307262978834256,0.2884010823800668,0.00812936859736392,0.46341243482680444,0.5805081605699298,-0.7186772926871932,-0.2818014328033104,-0.11956237059869146,-8.26390794289899,8.771952944827076,-8.60620142961334,9.107495842538338,8.872476750921061,8.959378757795147,-5.655008377957812,-4.940819907160481,-5.809122427080759,8.726129240910632,8.481355467801885,-8.458225628406954,-0.03495566750838599,-0.42397348791240774,0.2587506110732326,0.009463551655738478,-17.492270779131285,0.0018403861853856923,0.1722886950376805,-1.247388647678547,0.5093389544464988,-0.16885212437509645,1.0397939311408435,0.12383680365715682,6.162522693730409,5.417337736680654,4.476142942903969,0.18539252953101804
random,structure140,-0.4183940679972409,-1.8949643081128897,-9.773008143514517,-0.933935482329673,0.07633945787759444,-28.43169329112385,-18.814360125328022,27.36639227578408,30.917020117849603,0.18183465122731945,0.4714093836192035,18.895495242956883,19.737389018362705,21.011466839457427,-2.537371115871423,-9.96707457726771,10.126131129075588,-9.047488284675609,0.7137654848470731,-17.1213924406473,-24.15368558720914,-3.0419152492221713,-23.212980159974705,37.53041612001198,-1.052126911753959,-6.901080123730452,19.723750922516814,0.35336984365130775,-14.350966426886202,-22.463279172315254,10.728138911852625,1.1462885318920257,10.010621138428633,0.34490110106943916,-48.20868230988253,-13.790777973420631,0.04777723265405598,1.2444552881355264,52.996533629788445,0.5468299043783986,20.817654467521862,35.476351507007564,2.0999690569027507,30.689323743048647,-94.10513549142365,0.024019441140603115,0.05540267394454697,-0.28200998405283734,0.010158776937394642,-0.10960781134929709,-1.4707690307552648,-17.31470477332484,0.8956004814195034,18.570455481618577,0.003066550443724685,0.012823890937207347,1.777856920286489,17.33180484870403,0.6880952483395012,-17.636977277020257,-8.670742028653477,-7.291201033147317,7.899414788419129,0.01737504678095569,-1.4424875397933703,-1.078491099187017,6.11134120426637,5.529776761010691,-4.983295147495589,0.007960776888199003,-0.3404819113614247,0.6838356978201786,-0.028317180577128516,16.324012679359097,-0.7418797104438666,8.620527396204707,8.518804330156557,-8.220417409226656,-0.02943646390517813,-18.519217992439646,-0.5203127866842326,0.005283154757190397,0.06378843580945683,1.8627564659146414,0.012003228083077851,0.7113922806783445,1.2130324792756875,-6.100339977745636,-5.096700493563852,2.9268006115310037,0.18879048344161187
random,structure141,-7.995853682814413,-17.677024295554133,19.858807587061733,-7.39513056397243,-14.081131522618762,9.841457411133092,-10.500770972669216,16.93779754521927,-1.805374203902943,-0.05194308389206981,2.7783379216543835,-29.09642688407814,-19.247309685482605,-7.993609074108576,-17.842912912993825,21.63174390945244,-7.016977075610953,-6.284541843368174,1.285730999333623,11.971363635169041,10.956103128640393,-9.75935680556006,-17.000084737722432,5.0190696023747705,-3.599600807044112,18.438447358423105,23.09871140372195,16.249015391719013,-4.802687871247713,8.033804886770213,-0.33147250341016843,-18.696715503642736,-15.924383919175966,8.51854219109498,8.734208904434126,45.04068781737658,-2.4703954977809417,-0.8079742536352796,-0.2281783573920393,13.992044553927485,62.062955825913946,-27.720815065444526,0.8926134508243422,-32.0598762612093,-20.76027610593485,5.928246639314086,5.402320813500532,-5.309090947099644,5.6841553295162965,5.471040864391375,6.465411139992036,-9.096776196881434,9.0054281743022,8.669050976954804,-14.32061756517955,-14.151632600447453,-3.202572804261571,-3.986636366345317,-0.2821999784495072,-4.0241549513962225,4.350535907773577,-0.2574091770903836,-0.5071254940958178,-0.034317471444133246,0.6701890061307703,0.0859573586371098,-8.808725318228895,-9.34248747882982,-5.144368605964662,6.167222582008329,-5.2036538435142905,-5.240170647973706,17.400848586441274,-0.2928318527267114,0.47023933049654854,-0.051536289924116005,-0.7707457850025592,-0.5140489342849187,8.735712807998002,8.746040645952103,9.994938358345227,6.113234859622348,6.172269772748564,-6.216112187057582,-11.92392662448755,-10.294027968097037,-0.9600619561483246,-6.157420880182922,5.127699407132232,5.4321093638567355,0.009318419701508379
random,structure142,12.290801171934618,22.721593274052054,8.782158473248103,-0.10724965795247954,13.251283202222908,-7.45056695120212,11.380014098786262,-14.005960572448828,-40.77030231536014,-10.268295999986776,3.736977608143377,14.45894375511898,-8.50049269438955,-41.50460031027308,-37.81571178090104,0.4158136045546712,12.784527116706101,-16.238642709144813,0.1166594777004093,-25.36231366253645,-8.353327931658328,0.6258943145638796,12.456901010855859,-11.223307593044751,-10.844702523142757,31.619558116169344,-5.150706892153778,11.042259342096372,8.010014154493206,-10.9282169033321,0.6773970812517405,-8.506547290562594,-21.914990565538517,-0.18575481421834183,30.708792136904606,61.422660120246064,-2.4329675299370024,-40.667926388783826,107.95905517740465,-0.19534618745922216,-89.34501187448518,-20.813791991545827,-2.088674135544011,86.29360932622774,-10.291702148835213,2.6017876361179946,-13.48521306341176,-15.14615741715637,-0.0029681003924757897,3.25369886053205,-0.2683342342178779,2.51428645188356,-2.2881902501570095,13.423724889100667,-8.681246183447831,8.549696430212245,-8.035916351183916,-14.724383637330034,10.071135337748721,-3.4835526990534653,0.04398833334989734,2.979918011350068,-0.14616496382854127,-0.030046504285648253,-4.135567484241763,-0.12195751497675242,0.01470817686390346,0.6942105827034262,-0.09681600821080444,-8.666270899644877,-19.669157446335564,8.545859205180873,8.594109650587093,-8.330063936705754,7.811591232119506,-0.029130502615209136,16.627030937160274,-0.9623878921624851,0.025942470849004307,1.0249985648051634,2.0788178495213714,12.248000961260283,-1.3979634851837042,3.7512984500814417,-0.011900723561059342,9.29399903170588,-0.7566069828987229,6.103122870365388,-3.1885320901822594,-6.59339756231492,-0.19266404329751802
random,structure143,-0.3763358776154746,-10.413379608073114,9.64247942228269,-0.22205423883292497,17.261026526864498,-1.194258948058291,10.79048778360061,4.574848040849133,15.035021966858153,-9.054885528369994,-12.30022959518351,-17.66416487447202,0.9131777099938176,26.59831341472767,8.639086887106373,8.068564452463534,-8.271754071370196,-34.05219507374113,2.449885876588098,28.580648626834204,-47.46444373060683,-0.5947659640142433,-34.91964035673192,-2.3283909613269316,-0.0735656163897147,-10.504586792956161,20.540977824673234,-0.47340095788399594,7.1838289279611445,25.590207157296163,0.3459826293919832,3.911911971189852,39.170430846047566,-10.272513191470978,-10.294537984798069,-5.578635779808394,-3.2963239811209633,-39.237051146096746,39.23671323280189,0.9210985498810942,15.508600741833334,-26.7444681323866,1.6064968892592901,23.400946077123308,-21.24018133024208,6.1101961708741825,5.890593863196822,6.605863151696527,-0.005794220012988502,3.3871893030538995,0.0671393071238647,8.688688853720402,-8.345093893516298,-7.977807813045004,-8.68290740622509,8.133979639396202,7.793028339054411,-0.010578343738254614,1.3341272227636887,3.714446707106952,14.77652097979907,14.400719270218165,-4.020788042214728,-6.126925178721866,-5.296442582008955,1.10113062911857,0.05193416667420408,-4.389301176196666,0.6433795566022593,-0.0018901744898508904,-0.2869213522970025,0.6260494061377608,0.05514763877455223,0.24790513241974008,0.8894273167189742,-0.029372170143489924,-16.86861885058707,1.229216725226576,-8.648561725206656,8.000347479097087,8.24158617605659,6.073171734797062,4.838659456611239,-4.84700541194511,-6.134651055609569,-5.671416345631887,-7.123572696882644,-6.114979270491711,-5.3757271665189625,-6.942093350755,-0.06120255342417866
random,structure144,-3.4963138295523777,10.425643354574277,-3.933430477343336,-17.19402305731137,-5.382928560760547,-35.956712986265416,0.876195610146624,2.5686884703645774,-2.2250200727398806,0.32766463516793465,-23.42603382431321,-2.2986011980719923,7.406045387136828,14.683018634838163,-17.30742827843983,-1.8496827620339218,29.79045449345108,21.111190811424763,-7.7225957522728095,13.073271597929192,31.997980241723667,0.8979840750953372,-0.03716833332987335,15.908673592539913,-4.680024399135618,-31.914524979768544,17.77186796699084,-4.832864453067032,-6.701883728385383,4.703552880255302,21.854301068523796,0.7443716800594302,-11.757643342201618,6.561628600476865,7.302302251335391,1.7722949890554673,8.133834361163395,6.261801889604612,-1.5050327709644762,1.823882768491103,-12.499127571564372,-5.675879209397294,-6.92881488936905,-3.4010792811869806,-11.178554237795879,6.3261747487555855,-5.671548865303531,6.0012294971220745,-3.0940874540123406,14.496670831765398,-7.2384956410142856,-0.23767358554178863,-0.1831329469213826,-0.11922330498811375,0.07871009607171085,-3.955244263367847,-0.0624183806902725,8.66386552314212,9.195798912381184,4.230740664361276,-0.017163887913256348,4.184587361619054,4.052492485069047,-8.446151433195256,12.041313945429472,12.99297692075055,0.06325171959440873,0.4072143135410537,0.8973860762987318,-14.82779972629566,-7.0572938354405235,3.2565016905187583,-8.650253151478054,-8.562588726787562,-8.478711342300514,25.987518199608846,-8.42441118847999,-8.778348366467952,0.2658766822881378,0.06252855500965401,0.024420521758056785,-5.935755552524882,-5.982501246164051,-6.255149304356657,-6.131970700161327,5.783588095338806,-6.36020586064249,5.955458521661752,-6.334980942619742,5.83680434458179,0.4419068101790252
random,structure145,-4.272774059253948,-9.803971113112198,-22.823608518538663,-6.169755990316617,8.412877787253592,-9.25406494264962,9.384135080907186,6.311497926577658,-0.7322252618735092,21.651865768762946,10.710199180840618,9.57318583063227,-7.449640833326043,-3.685792643085506,7.0738747499518695,10.029808249583994,-7.585137027263045,-15.31717205355676,0.48992828585596726,-6.137088594741158,-6.845443016598551,-7.643499015543398,1.7695033944164607,28.695035934111957,-2.931483080885755,4.924946594286439,23.36097016894314,-5.121918835195061,-0.6929857296938735,-1.014441535556898,-0.027016298355420076,-0.042497449766187856,-5.0910466934368515,-4.936211467236262,7.048506128245435,1.9869041699251966,-2.574789150645529,19.110004313384366,8.234807522256915,3.62153415719888,-10.281725008340459,20.31459124889352,-3.035364069813795,-19.484403512814197,-37.50329574581883,-0.39001589921964186,-0.49267906724544747,-4.176692315725645,-0.5218070715961869,0.29624378037122157,-0.055970771758516,0.8812643521769572,0.3437002651407127,-0.3142867437569833,-2.346299061155565,-6.018649975819473,6.678814181657438,5.071295556612382,-8.690706082813275,-7.977850796886259,-5.5336196502595865,6.0547041042443475,5.421771386636353,0.04728707604413314,-0.4669752215416766,-0.5331238641855988,5.90191405814094,-6.076807739085522,-2.466007128996525,-0.4220426646755108,0.4733511874985352,1.2470461651210394,-0.17873449929246885,0.051028291170524195,0.121307678514097,-0.03899992323377305,-0.11339974814223143,-0.13767206806204269,-8.576476479005157,8.79620345518933,8.706982453657716,6.106112996613048,-5.540784291297074,-5.913679060638781,0.11864720657494687,-0.3502867815478404,0.6995688699429292,-0.1185259977245133,11.735057823877874,-1.3002079855192188,-0.19323272702056754
random,structure146,-13.311404189164477,-18.913745779622104,9.633482665873316,-2.5751779066183644,22.390051141428557,19.103063923557784,-14.784443227313204,22.260565763087925,-21.126751421024892,-2.385392717258128,15.057260755168045,-0.5311675918619585,13.45647693447063,-9.32746488971361,-40.78341435190396,14.012168264957836,-9.796433015964112,6.869211688371024,-14.26697365282621,-17.4120286938944,-7.226642699902186,3.96032977644154,-13.638223862699306,27.270836054856318,4.439639352369795,24.65874876286307,8.15591012283221,0.0002543806999710796,10.283677178159678,-14.735702494181169,-20.529486498372762,4.841317228397202,10.995321770428745,31.461124200734503,-16.487654906291027,14.860986985411273,2.1945926018020145,-6.759648343177105,-18.11071645283846,-1.3620092176552134,-26.262749393674767,-5.271550886743626,3.0209257087676633,23.397460011648263,15.320801778506166,-2.5441783700258216,-18.472719968196774,2.9382274413803904,6.049165359918855,10.678938184086176,11.223930048783306,3.5480723706210386,12.575565781257946,-12.655906670562699,6.022929929084238,10.928464436942132,9.144360600033384,2.5995828606285225,-2.10006335680112,-7.580623861063445,2.544178370025821,-15.807747154629599,2.390030019675717,-2.6243156449246787,-18.815697742478577,-2.481927216810756,-6.024519949393053,-10.133148789509077,11.086968783322625,-12.168794024521466,4.438794801848802,0.6697192088820383,0.026433393448345555,17.26318467529802,-17.518819101178142,-17.324670861598083,0.20311052258297368,0.40719015331318603,25.973504258493342,-8.979353127030514,8.898636671713303,-6.1065576530666,5.962131795127029,-6.832913195889776,6.11697233803206,5.274847370502007,6.0018763804414075,-6.087802376722539,6.983692571000573,-5.690749262040559,0.6654890583161275
random,structure147,-10.759270559407241,12.055430475638218,8.703767845733523,16.226598131385117,11.326520832653841,3.736289365579637,-20.560340502370877,2.2819085804371753,3.244877917438771,-9.273648320669281,22.77331454807552,-4.3051806226685585,-3.21813127693531,1.3985338949879633,10.918322046293838,6.4165582250325315,2.572656688928987,-4.6380062613025075,-5.557371489734919,-0.14610278476823169,5.221546055079784,24.191810093643085,2.9325814250483973,-5.615434355269144,-6.025365039852204,-22.686200379777688,-7.141867401520585,-0.185307773955401,-2.317220099993733,24.36871513272081,0.07033127345437151,-3.011884177820434,25.85110971749316,5.075639245421826,-5.735734313930152,-7.0242819739092965,19.082657665660463,0.060815715980311325,-20.39511166443333,14.633829247532049,-8.308060839397058,-22.796493423015818,-30.04491614345568,-12.949504874134732,-8.992998842990119,5.837623767123201,-5.291093079822357,-6.0380612220170535,-5.67957320650056,-5.603602804756824,-6.486960218670991,-3.920083787985673,-0.29790056580650087,0.24212409623630834,-0.5478275373229327,4.09450205059198,0.17588530486397086,-8.24742908027868,8.183048279514583,8.845414983051302,0.41315465559294917,-0.2275504841934351,-0.22435454650488595,-0.19913202400364494,0.03028224182188928,0.14672666324166933,4.104627716466385,-0.04553333251718529,-0.2597878321707048,-0.5215624843409131,-4.029978178124997,-0.4369654017251752,-0.005364723555770793,-0.00234270677689985,0.9949982342117124,-0.06999620253066233,0.13507040477081356,1.0461731800370968,8.69453975474332,-8.651901532229356,-8.525885165436131,0.6631507339758306,0.002467856772866928,-0.7096165501908276,-5.698798642093988,5.916923905446995,5.376083208806907,5.176671060711136,5.78760794530842,5.854225266266806,-0.05784446430430994
random,structure148,9.304807748765143,14.220696894579987,31.814046276139152,-17.30831606768959,22.128912404102152,-4.183467435416333,-2.5184268530665577,-3.505734628433288,-15.404288953567402,18.269420859169827,-6.00925755623507,-5.755520964137872,0.9397321383460167,-40.402088658308344,-30.446339611927442,7.749835733920918,20.804717336878298,-14.917986359640167,2.962845830697347,7.1316871957122885,21.290160870810837,3.819395117221802,45.01274679157348,-15.498493630914822,-9.661589437536122,-31.37038527436289,23.924952695597312,-30.957840228907685,-0.8621636332719618,-15.778512418037849,31.552209126476782,-33.84936872810442,8.50843941078665,-10.617068009710806,8.389352084031998,1.1202648330765896,-0.21639613949560044,-8.969886899950552,-26.033674109962135,0.8124126719849301,2.7877548405228936,-2.19576026605921,-0.37695908690409397,10.000545661495153,50.258926176800856,8.585519275635894,9.825118226633323,-2.6484149522657767,-23.378680379134636,-2.432510919918672,6.328283789381948,6.153926658341339,6.492591914378541,5.312844862264439,23.37868037913465,-9.65073580780679,6.057651214674826,6.169471844112456,-15.45778992006423,1.7240268061883304,14.83051152769449,18.80403214153109,-2.66449482030452,-6.156040955737797,-6.023486027295539,-4.936314870655605,-12.289920559273455,8.964667107644312,-1.3925441856268843,-8.65935484781682,-13.440029814490995,12.59346137014407,-25.972842398804417,-8.606358871324504,-9.031937620959557,25.974956910179493,-9.75679338289036,-8.198029133795607,-8.623280786891522,8.761365841055609,8.572804438293305,-0.012946477207811946,-0.3059403441646472,-0.9403920880636495,6.165269119053219,6.284887290235573,-6.285512870616105,-6.165269309285046,6.5409825664772425,-4.491431938659213,0.5255230897535146
