,steps,energies
0,0.0,-216.00196687016725
1,0.05,-215.68237962033294
2,0.1,-215.2243330262358
3,0.15000000000000002,-214.63748402099202
4,0.2,-213.9351792254609
5,0.25,-213.13645966233074
6,0.30000000000000004,-212.26623524770196
7,0.35000000000000003,-211.36187388790896
8,0.4,-210.47603545622388
9,0.45,-209.6840755975906
10,0.5,-289.7294316062675
11,1.0,-11001.144854021111
12,1.5,-5.57002024778961e+90
13,2.0,-11002.208817625835
14,2.5,-290.13995268781576
15,3.0,-210.74803920185343
