structure,method,folder,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563,564,565,566,567,568,569,570,571,572,573,574,575,576,577,578,579,580,581,582,583,584,585,586,587,588,589,590,591,592,593,594,595,596,597,598,599,600,601,602,603,604,605,606,607,608,609,610,611,612,613,614,615,616,617,618,619,620,621,622,623,624
structure57,bfgs,random,-208.07750629,-244.39449059,-245.63869373,-246.48975918,-247.03209814,-247.86499677,-282.58157326,-306.86387810,-303.55804348,-311.57404592,-311.79903538,-352.23778181,-348.93441372,-360.28915582,-361.25502704,-361.42411081,-363.52964886,-369.24176584,-370.36753946,-371.29491957,-371.55139681,-384.95773595,-384.98655012,-390.18497763,-412.42546688,-412.42606297,-416.81093499,-416.81195228,-408.88099188,-418.06809933,-418.07385182,-424.13732314,-425.41574120,-426.67914100,-426.80907694,-429.14327565,-435.54586638,-435.55939306,-441.37986496,-441.38964870,-445.80189989,-445.84953073,-447.29220357,-448.06956758,-448.64262403,-448.64268498,-451.15115584,-452.30988236,-452.31461157,-453.28301511,-453.28435174,-454.47054907,-454.47054920,-455.34665296,-456.12682296,-456.12914375,-456.69635796,-457.19405801,-457.19462311,-457.60041312,-457.60051453,-457.95714171,-458.11263597,-458.21035419,-458.21041647,-458.30776127,-458.30776496,-458.46703647,-458.46814289,-458.67424719,-458.67410623,-458.93553355,-458.94423078,-459.24412861,-459.24978537,-459.68460186,-459.68465219,-460.13410203,-460.13937221,-460.36891967,-461.26426836,-461.24959479,-461.56643432,-461.64236267,-461.67888485,-461.67891706,-461.70908432,-461.70908317,-461.72701164,-461.74720816,-461.74731100,-461.78022389,-461.78065167,-461.83881520,-461.84293342,-461.98112694,-462.04816672,-462.10588069,-462.15214073,-462.29695432,-463.29635916,-464.09360392,-464.09482117,-464.87036426,-464.96574629,-465.57560150,-466.07133931,-466.41027824,-466.41027818,-466.64570424,-466.64573638,-466.77684000,-466.92613662,-466.92598097,-467.03076775,-467.03192856,-467.09829755,-467.13518443,-467.16550584,-467.18656910,-467.19628504,-467.19643778,-467.21689615,-467.22957499,-467.22958119,-467.24415882,-467.24417275,-467.25898432,-467.25898019,-467.27479355,-467.29645697,-467.29646784,-467.32518479,-467.33542259,-467.33776332,-467.36095313,-467.40512014,-467.40634845,-467.50234826,-467.58104646,-467.65341123,-467.65791470,-467.70239495,-467.79596355,-467.80793928,-467.97413643,-467.99165854,-468.13595943,-468.28885619,-468.42337657,-468.42362268,-468.57943014,-468.58171173,-468.68032140,-468.71998372,-468.74811048,-468.77789918,-468.80683309,-468.83179863,-468.85178061,-468.85172020,-468.90564999,-468.95226624,-468.95226929,-468.99736427,-468.99735433,-469.04248062,-469.04248068,-469.10005491,-469.10056084,-469.18108615,-469.18173328,-469.31772344,-469.32972397,-469.57028658,-469.57385628,-469.71717104,-469.89748768,-469.90595092,-469.96318197,-470.00818583,-470.00824095,-470.04772204,-470.04779936,-470.06950718,-470.09321337,-470.09303390,-470.11685655,-470.11759991,-470.13090121,-470.14129720,-470.14164037,-470.15030253,-470.14764679,-470.15025047,-470.15030057,-470.15791071,-470.16823752,-470.17400244,-470.17936991,-470.18397421,-470.19458147,-470.19553755,-470.20115679,-470.19985735,-470.20065974,-470.20120495,-470.19985773,-470.20120202,-470.19964610,-470.20120358,-470.20120436,-470.20119872,-470.20120191,-470.20120350,-470.20120428,-470.20120467,-470.19987959,-470.20069410,-470.20102833,-470.20115528,-470.20120605,-470.19965186,-470.20120618,-470.20120635,-470.20120638,-470.19988020,-470.20069542,-470.20102942,-470.20115638,-470.19963220,-470.20118150,-470.19988020,-470.20069542,-470.20102942,-470.20115638,-470.19963220,-470.20118150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
structure4,bfgs,random,-78.39515649,-87.52574197,-84.44808484,-87.94034992,-87.98929276,-135.89943280,-200.35460608,-185.38793529,30.84979488,-219.45937426,-233.89633588,-280.23507885,-281.98145713,-281.41536998,-282.03795197,-282.03824814,-301.15799340,-312.76485502,-312.78632455,-324.28252365,-329.63890741,-329.69965443,-8037.94515433,-957.34628299,-11138.41117790,-12091.58788282,-13110.97743946,-13112.19099976,-15455.20975523,-13881.24028838,-15562.12897432,-15575.09637988,-15576.25256219,-15576.25959143,-15578.64360079,-15581.68748947,-15581.78143135,-15612.12911318,-15611.73618515,-15766.56578958,-15776.16463031,-15776.37013131,-16593.41816817,-16620.26990139,-16625.41623028,-16625.55252004,-18051.34426843,-49148.54045004,-17692.38960448,-63020.48499491,-178828.06392519,-474417.21542775,-702823.95988930,-63755.40619137,-425025.49077981,-703930.80692015,-704812.41042257,-704826.36832447,-805608.51500467,-862987.57377034,-863121.56662981,-863435.87156961,-863435.88685609,-1083498.24952445,-1212673.18017172,-1355740.63344203,-1513100.66446464,-1684896.41463848,-1870662.86353259,-1854513.93782167,-56078.81534047,-1384581.60943023,-2800233.15410805,-2797239.14816392,-2801369.84019073,-2801369.84019073,-2801369.84019073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
structure5,bfgs,random,-53.86050424,-58.87369094,-59.53156609,-59.54120879,-127.59830330,-172.21320204,-131343.35480664,-9025.90323096,-167084.90325364,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
structure65,bfgs,random,-358.58070466,-366.82632422,-370.51648489,-371.56079456,-371.70634515,-377.67424125,-373.29407070,-377.57522385,-377.80256583,-397.12095831,-400.96966951,-401.46151297,-411.63425623,-411.66406729,-437.01777372,-414.16004346,-437.01777372,-443.09302331,-443.61862044,-443.68926912,-451.25268614,-454.60767574,-456.42334449,-457.58236884,-457.58750475,-459.24027410,-459.27958515,-460.50572730,-461.86906238,-462.85865348,-463.52087586,-464.12811477,-464.27702978,-464.70584739,-464.71465995,-465.47107022,-465.73141593,-465.80856670,-465.80855928,-465.85687655,-465.85687820,-465.88970450,-465.94641554,-465.94654666,-466.04509559,-466.05050152,-466.20076692,-466.22461859,-466.43559691,-466.61458660,-466.69184257,-466.79180298,-466.88737299,-466.88737632,-467.00336523,-467.00322104,-467.07652079,-467.15201288,-467.19674352,-467.19694993,-467.24287171,-467.24388234,-467.29258497,-467.33340366,-467.33548305,-467.37563957,-467.41616649,-467.46638455,-467.46651330,-467.59631502,-467.66146994,-467.70802223,-467.97865800,-467.89142683,-467.97819926,-467.98043989,-468.15692923,-468.62775159,-468.62814576,-468.94294757,-468.94338186,-469.17811188,-469.17843419,-469.30722355,-469.36167698,-469.42989527,-469.45891413,-469.46812184,-469.60935841,-469.66957751,-469.70174988,-469.80386203,-469.85470356,-469.85470709,-469.91480085,-469.91479894,-469.93921481,-469.94481286,-469.96495839,-469.98841941,-470.00133766,-470.00157845,-470.00827281,-470.01085009,-470.01184357,-470.01145822,-470.01388364,-470.01426344,-470.01427652,-470.01427799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
structure1,bfgs,rattled,-475.56714681,-475.56730164,-475.56731778,-475.56731824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
structure2,bfgs,rattled,-475.56714645,-475.56730155,-475.56731780,-475.56731824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
structure1,conj,random,-328.26969713,-332.98357959,-335.07537576,-335.36627627,-380.85510697,-382.54073890,-382.69476122,-399.59975836,-399.61053818,-417.06703513,-417.55446414,-430.82863908,-430.85878219,-437.15478790,-445.63324260,-445.71396624,-448.42792571,-448.44935107,-451.07945587,-451.09000986,-452.20910039,-453.37222275,-453.37912928,-454.95940672,-454.98653664,-456.34190354,-456.87613287,-457.39318729,-457.39385972,-457.82749817,-457.82791788,-458.67472868,-458.67656367,-459.05940984,-459.05944207,-459.70738930,-459.71158534,-459.95609092,-460.22756522,-460.22758185,-460.46467391,-460.60821165,-460.89616099,-460.89620014,-461.24673063,-461.91376542,-462.13976674,-462.13757053,-462.45474583,-462.72137793,-462.96757078,-462.96765009,-463.04837571,-463.14675875,-463.14700611,-463.25281280,-463.25281510,-463.36440214,-463.48732116,-463.48752657,-463.54830969,-463.63392594,-463.63418991,-463.72613047,-463.96433792,-463.96853394,-464.34712251,-464.35098150,-464.49933959,-464.49934773,-464.64854620,-464.64855297,-464.76760706,-464.76763014,-464.87305169,-464.95683778,-464.95682349,-465.03902346,-465.03904322,-465.16322657,-465.16321697,-465.22077123,-465.31128637,-465.32479163,-465.35812168,-465.35812200,-465.37879181,-465.42308926,-465.42308921,-465.45833794,-465.45833801,-465.52788232,-465.52914888,-465.60491311,-465.64821200,-465.74282037,-465.74639736,-465.82695499,-465.94567881,-465.94569988,-466.05257081,-466.11472423,-466.16351613,-466.16351642,-466.22377216,-466.22432791,-466.25655617,-466.29572549,-466.29574866,-466.32769962,-466.37688602,-466.37692861,-466.41030651,-466.43958812,-466.43961905,-466.45935424,-466.47277607,-466.48622799,-466.48623116,-466.50647351,-466.50647115,-466.53501936,-466.53500737,-466.55489113,-466.58154359,-466.58154409,-466.60159850,-466.60165067,-466.65558141,-466.65576386,-466.68170465,-466.68170371,-466.74548553,-466.74548525,-466.78258851,-466.80717923,-466.80840037,-466.83806635,-466.85116660,-466.86824152,-466.86826135,-466.88283312,-466.88299176,-466.90383587,-466.90397359,-466.92123804,-466.93758021,-466.93762010,-466.95528211,-466.95528309,-466.96995235,-466.98106008,-466.98105596,-466.99342161,-466.99342186,-467.00900213,-467.02504771,-467.02522580,-467.05315033,-467.05336685,-467.07643644,-467.14098334,-467.14097687,-467.19529529,-467.25852432,-467.25852164,-467.30195560,-467.34381579,-467.34390330,-467.41074709,-467.41205021,-467.45199957,-467.48073373,-467.48165086,-467.49174240,-467.46376478,-467.50505230,-467.50505256,-467.53009711,-467.53025126,-467.54841106,-467.60794832,-467.60815034,-467.64280815,-467.64280873,-467.65944152,-467.65944433,-467.67084425,-467.67084045,-467.68581024,-467.68574703,-467.70636857,-467.70656670,-467.72345490,-467.73843574,-467.76155625,-467.76163715,-467.79549768,-467.79548182,-467.82850293,-467.82889617,-467.84176139,-467.86349240,-467.86349326,-467.89617092,-467.89618968,-467.91075924,-467.91075984,-467.92028765,-467.92025807,-467.92559996,-467.92542068,-467.92990445,-467.93610423,-467.93622529,-467.94292761,-467.94727122,-467.94727108,-467.94973176,-467.95230625,-467.95229297,-467.95812463,-467.95811767,-467.96371318,-467.96782556,-467.97668703,-467.97669444,-467.98276488,-467.98647254,-467.99029907,-467.98581385,-467.99069692,-467.99069987,-467.99992766,-467.99992788,-468.00561143,-468.00680381,-468.00886238,-468.00896929,-468.01107966,-468.01107928,-468.01988843,-468.01988531,-468.02702880,-468.03997466,-468.03998032,-468.04516165,-468.04514627,-468.05099925,-468.05220541,-468.06132784,-468.06181051,-468.06690594,-468.06913332,-468.06968838,-468.07139630,-468.07377827,-468.07377830,-468.07544664,-468.07661387,-468.07659388,-468.07781524,-468.07752223,-468.07781061,-468.07781507,-468.07940911,-468.07387667,-468.08209879,-468.08210832,-468.08487933,-468.08698015,-468.08684682,-468.07861999,-468.08789699,-468.08803778,-468.08838217,-468.08880182,-468.08877402,-468.08988143,-468.09069588,-468.09145338,-468.09192041,-468.09775042,-468.10122398,-468.10362090,-468.10458731,-468.11792097,-468.12735853,-468.12739132,-468.13116067,-468.13439602,-468.13567243,-468.13614160,-468.13643486,-468.13750869,-468.14095213,-468.14095214,-468.14539672,-468.14813781,-468.15108833,-468.15108835,-468.15734114,-468.15734114,-468.15989516,-468.16123881,-468.16409938,-468.16394880,-468.16830926,-468.16830929,-468.17202022,-468.17203913,-468.17726338,-468.18353839,-468.19021280,-468.19739507,-468.21250016,-468.21271964,-468.22012915,-468.22298074,-468.22298058,-468.22810169,-468.22809151,-468.23386916,-468.23386329,-468.23675897,-468.24126847,-468.24126937,-468.24431371,-468.24759192,-468.24777910,-468.25186588,-468.25235944,-468.26133034,-468.26133190,-468.26555305,-468.26763760,-468.27101060,-468.27091560,-468.27432010,-468.28606723,-468.28666918,-468.30065233,-468.30064663,-468.31520383,-468.31520380,-468.32810305,-468.34425631,-468.34425013,-468.37225427,-468.37240695,-468.38699418,-468.38699404,-468.39105004,-468.39116867,-468.39116836,-468.40018529,-468.40018570,-468.40323805,-468.40332477,-468.40904151,-468.40903352,-468.42230146,-468.42240510,-468.43260658,-468.43260697,-468.43980554,-468.44743381,-468.45067258,-468.45067166,-468.45737719,-468.46236984,-468.46272100,-468.46851936,-468.48591896,-468.48591939,-468.52514089,-468.52642109,-468.59786678,-468.67910781,-468.74094070,-468.74094110,-469.01280118,-468.94406019,-469.00936031,-469.01280043,-469.35952464,-469.57429739,-469.57429870,-469.74778636,-469.74784473,-469.80241707,-469.80272286,-470.00175786,-470.00178236,-470.24512272,-470.38964162,-470.38965429,-470.55523083,-470.55524185,-470.72899796,-470.72902440,-470.81900060,-470.81925049,-470.85948562,-470.88464608,-470.88464749,-470.91016897,-470.91016669,-470.93288337,-470.93351791,-470.96229023,-470.96228861,-471.01318012,-471.01354132,-471.08867437,-471.08867334,-471.13924639,-471.13925377,-471.17447481,-471.17447505,-471.20072647,-471.20072927,-471.21987363,-471.21985746,-471.23006003,-471.23019362,-471.23612538,-471.24621279,-471.24621173,-471.25803554,-471.25808938,-471.30044521,-471.30059178,-471.31502051,-471.31502179,-471.33964714,-471.33980221,-471.35957545,-471.35957342,-471.38308159,-471.39267557,-471.39848004,-471.40527267,-471.41010611,-471.41783891,-471.41780905,-471.42032722,-471.42317939,-471.42445491,-471.42654134,-471.42654098,-471.42876921,-471.42876899,-471.43237848,-471.43201282,-471.43378012,-471.43466068,-471.43546373,-471.43673323,-471.43826064,-471.43826017,-471.43931161,-471.44111905,-471.44190338,-471.44329139,-471.44464114,-471.44557508,-471.44600946,-471.44657899,-471.44654205,-471.44730900,-471.44730782,-471.44779068,-471.44812307,-471.44833040,-471.44836047,-471.44849958,-471.44875533,-471.44875196,-471.44888177,-471.44888179,-471.44895353,-471.44913644,-471.44930795,-471.44941885,-471.44944056,-471.44953122,-471.44963525,-471.44972778,-471.45003558,-471.45038025,-471.45148257,-471.45145943,-471.45194800,-471.45227736,-471.45233526,-471.45249568,-471.45250876,-471.45258412,-471.45259606,-471.45274398,-471.45284391,-471.45293795,-471.45297535,-471.45296710,-471.45309793,-471.45310082,-471.45313267,-471.45322054,-471.45337075,-471.45326640,-471.45333987,-471.45338282,-471.45339234,-471.45339825,-471.45340303,-471.45329012,-471.45343360,-471.45343813,-471.45344084,-471.45344393,-471.45333366,-471.45329946,-471.45327330,-471.45344518,-471.45344542,-471.45344553,-471.45333435,-471.45329701,-471.45327305,-471.45327058,-471.45344557,-471.45327663,-471.45327069,-471.45327058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
structure57,conj,random,-287.03404440,-314.48515249,-314.41575039,-379.91588132,-379.91549646,-415.52115264,-416.29538504,-416.41812379,-437.37092697,-437.38732200,-442.12422413,-442.14244666,-445.79577918,-448.19755165,-448.20507453,-451.13930305,-451.15649231,-453.36400562,-454.06639445,-455.04353402,-455.05496181,-455.84693844,-455.84770630,-456.58266993,-457.94678013,-457.96740162,-459.38395041,-459.38811924,-460.52884564,-461.06834619,-462.27870193,-462.31323308,-463.50075329,-463.50083454,-464.04814918,-464.50823893,-464.50997212,-465.18661408,-465.19041742,-465.55659247,-465.71690687,-465.71682964,-465.83807285,-465.96641516,-465.96653339,-466.11667634,-466.11668264,-466.27296472,-466.27299589,-466.41003421,-466.47272733,-466.53083768,-466.53083723,-466.60148289,-466.60155626,-466.66484588,-466.72439774,-466.72439844,-466.77531749,-466.77531776,-466.87769121,-466.87911216,-466.95006398,-467.04372772,-467.04389909,-467.13986439,-467.13968331,-467.19736764,-467.25089836,-467.25093480,-467.35442867,-467.35448622,-467.52709868,-467.52840270,-467.85279136,-468.10024451,-468.44648140,-468.47322951,-468.72468490,-469.01143680,-469.25133884,-469.25171840,-469.38855797,-469.52114880,-469.52143998,-469.73080957,-469.73196969,-469.95188933,-469.95188957,-470.24708821,-470.24713598,-470.56454728,-470.85086611,-470.85232216,-470.96546108,-471.07296621,-471.07314179,-471.15581896,-471.19829703,-471.27389012,-471.27438095,-471.37844975,-471.37845266,-471.46520573,-471.52032500,-471.56216438,-471.56234432,-471.59094146,-471.59093947,-471.61756889,-471.66890969,-471.66905140,-471.71713653,-471.73898202,-471.73898213,-471.76636853,-471.76767302,-471.80376426,-471.80389361,-471.84444837,-471.84448728,-471.89874774,-471.89875521,-471.99360347,-472.11179229,-472.12888580,-472.25153991,-472.29458758,-472.29459678,-472.34552267,-472.34554428,-472.36543098,-472.38759449,-472.38759588,-472.41950745,-472.41950449,-472.43961603,-472.45027965,-472.46144679,-472.46150789,-472.46684508,-472.47254990,-472.47645670,-472.47643983,-472.47659498,-472.47931803,-472.47931831,-472.48103829,-472.48280865,-472.48694671,-472.48695716,-472.49013067,-472.49268990,-472.49682238,-472.49682227,-472.50144584,-472.50144748,-472.50476540,-472.50980355,-472.51160242,-472.51087858,-472.51550509,-472.51747436,-472.51942722,-472.51999245,-472.52067680,-472.52163709,-472.52145048,-472.52225386,-472.52322288,-472.52382465,-472.52381718,-472.52434154,-472.52466743,-472.52488456,-472.52558069,-472.52565848,-472.52585921,-472.52593105,-472.52596786,-472.52599500,-472.52600499,-472.52600883,-472.52601422,-472.52601674,-472.52605151,-472.52598551,-472.52591165,-472.52586048,-472.52602271,-472.52624434,-472.52627119,-472.52652459,-472.52678212,-472.52691276,-472.52699366,-472.52706066,-472.52722500,-472.52725912,-472.52771713,-472.52765482,-472.52789964,-472.52827744,-472.52849036,-472.52861741,-472.52874359,-472.52909996,-472.52913224,-472.52941390,-472.52942112,-472.52945849,-472.52948650,-472.52950256,-472.52954444,-472.52961718,-472.52972166,-472.52990267,-472.53001358,-472.53006400,-472.53008044,-472.53008493,-472.53009179,-472.53009713,-472.53010098,-472.53010694,-472.53011607,-472.53011982,-472.53012449,-472.53014374,-472.53014786,-472.53015456,-472.53015672,-472.53015921,-472.53016115,-472.53016203,-472.53016263,-472.53016342,-472.53016394,-472.53016441,-472.53016503,-472.53016538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
